"filename", "language", "Markdown", "MS SQL", "C#", "JSON", "Python", "PowerShell", "XML", "Properties", "comment", "blank", "total"
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Domain\Entities\Ads\JobsServices\Cv.cs", "C#", 0, 0, 18, 0, 0, 0, 0, 0, 0, 3, 21
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Domain\Entities\Ads\JobsServices\Enums\DayWeek.cs", "C#", 0, 0, 24, 0, 0, 0, 0, 0, 0, 11, 35
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Domain\Entities\Ads\JobsServices\Enums\EducationDegree.cs", "C#", 0, 0, 18, 0, 0, 0, 0, 0, 0, 8, 26
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Domain\Entities\Ads\JobsServices\Enums\EducationLevel.cs", "C#", 0, 0, 18, 0, 0, 0, 0, 0, 0, 8, 26
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Domain\Entities\Ads\JobsServices\Enums\FieldOfStudy.cs", "C#", 0, 0, 18, 0, 0, 0, 0, 0, 0, 8, 26
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Domain\Entities\Ads\JobsServices\Enums\Gender.cs", "C#", 0, 0, 10, 0, 0, 0, 0, 0, 0, 4, 14
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Domain\Entities\Ads\JobsServices\Enums\JobSearchStatus.cs", "C#", 0, 0, 12, 0, 0, 0, 0, 0, 0, 5, 17
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Domain\Entities\Ads\JobsServices\Enums\JobType.cs", "C#", 0, 0, 16, 0, 0, 0, 0, 0, 0, 7, 23
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Domain\Entities\Ads\JobsServices\Enums\LanguageProficiency.cs", "C#", 0, 0, 16, 0, 0, 0, 0, 0, 0, 7, 23
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Domain\Entities\Ads\JobsServices\Enums\PaymentPeriod.cs", "C#", 0, 0, 24, 0, 0, 0, 0, 0, 0, 11, 35
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Domain\Entities\Ads\JobsServices\Enums\WorkingHours.cs", "C#", 0, 0, 14, 0, 0, 0, 0, 0, 0, 6, 20
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Domain\Entities\Ads\JobsServices\Service.cs", "C#", 0, 0, 10, 0, 0, 0, 0, 0, 0, 4, 14
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Domain\Entities\Ads\JobsServices\Vacancy.cs", "C#", 0, 0, 13, 0, 0, 0, 0, 0, 0, 3, 16
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Domain\Entities\Ads\JobsServices\ValueObjects\DailyAvailability.cs", "C#", 0, 0, 12, 0, 0, 0, 0, 0, 0, 3, 15
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Domain\Entities\Ads\JobsServices\ValueObjects\Education.cs", "C#", 0, 0, 12, 0, 0, 0, 0, 0, 0, 3, 15
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Domain\Entities\Ads\JobsServices\ValueObjects\Experience.cs", "C#", 0, 0, 10, 0, 0, 0, 0, 0, 0, 3, 13
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Domain\Entities\Ads\JobsServices\ValueObjects\Language.cs", "C#", 0, 0, 9, 0, 0, 0, 0, 0, 0, 3, 12
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Domain\Entities\Ads\JobsServices\ValueObjects\TimeSlot.cs", "C#", 0, 0, 8, 0, 0, 0, 0, 0, 0, 3, 11
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Domain\Entities\Ads\Miscellaneous\Book.cs", "C#", 0, 0, 9, 0, 0, 0, 0, 0, 0, 3, 12
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Domain\Entities\Ads\Miscellaneous\Cloth.cs", "C#", 0, 0, 10, 0, 0, 0, 0, 0, 0, 3, 13
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Domain\Entities\Ads\Miscellaneous\EngineOil.cs", "C#", 0, 0, 10, 0, 0, 0, 0, 0, 0, 3, 13
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Domain\Entities\Ads\Miscellaneous\Enums\BookLanguage.cs", "C#", 0, 0, 18, 0, 0, 0, 0, 0, 0, 8, 26
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Domain\Entities\Ads\Miscellaneous\Enums\ClothCondition.cs", "C#", 0, 0, 10, 0, 0, 0, 0, 0, 0, 4, 14
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Domain\Entities\Ads\Miscellaneous\Enums\ClothingSize.cs", "C#", 0, 0, 13, 0, 0, 0, 0, 0, 0, 9, 22
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Domain\Entities\Ads\Miscellaneous\Enums\FurnitureMaterial.cs", "C#", 0, 0, 20, 0, 0, 0, 0, 0, 0, 9, 29
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Domain\Entities\Ads\Miscellaneous\Enums\OilType.cs", "C#", 0, 0, 26, 0, 0, 0, 0, 0, 0, 12, 38
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Domain\Entities\Ads\Miscellaneous\Enums\PlantType.cs", "C#", 0, 0, 10, 0, 0, 0, 0, 0, 0, 4, 14
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Domain\Entities\Ads\Miscellaneous\Enums\Season.cs", "C#", 0, 0, 10, 0, 0, 0, 0, 0, 0, 4, 14
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Domain\Entities\Ads\Miscellaneous\Enums\Viscosity.cs", "C#", 0, 0, 46, 0, 0, 0, 0, 0, 0, 21, 67
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Domain\Entities\Ads\Miscellaneous\Furniture.cs", "C#", 0, 0, 11, 0, 0, 0, 0, 0, 0, 3, 14
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Domain\Entities\Ads\Miscellaneous\Plant.cs", "C#", 0, 0, 9, 0, 0, 0, 0, 0, 0, 3, 12
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Domain\Entities\Ads\Miscellaneous\Shoe.cs", "C#", 0, 0, 9, 0, 0, 0, 0, 0, 0, 3, 12
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Domain\Entities\Ads\Miscellaneous\TireWheel.cs", "C#", 0, 0, 9, 0, 0, 0, 0, 0, 0, 3, 12
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Domain\Entities\Ads\Miscellaneous\VideoGame.cs", "C#", 0, 0, 9, 0, 0, 0, 0, 0, 0, 3, 12
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Domain\Entities\Ads\RealEstate\Apartment.cs", "C#", 0, 0, 12, 0, 0, 0, 0, 0, 0, 3, 15
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Domain\Entities\Ads\RealEstate\ConstructionProject.cs", "C#", 0, 0, 8, 0, 0, 0, 0, 0, 0, 3, 11
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Domain\Entities\Ads\RealEstate\Enums\CompletionStatus.cs", "C#", 0, 0, 12, 0, 0, 0, 0, 0, 0, 5, 17
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Domain\Entities\Ads\RealEstate\House.cs", "C#", 0, 0, 12, 0, 0, 0, 0, 0, 0, 3, 15
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Domain\Entities\Ads\RealEstate\RealEstate.cs", "C#", 0, 0, 7, 0, 0, 0, 0, 0, 0, 4, 11
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Domain\Entities\Ads\Vehicles\Boat.cs", "C#", 0, 0, 8, 0, 0, 0, 0, 0, 0, 3, 11
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Domain\Entities\Ads\Vehicles\Car.cs", "C#", 0, 0, 15, 0, 0, 0, 0, 0, 0, 3, 18
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Domain\Entities\Ads\Vehicles\Enums\CarDriveType.cs", "C#", 0, 0, 12, 0, 0, 0, 0, 0, 0, 5, 17
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Domain\Entities\Ads\Vehicles\Enums\FuelType.cs", "C#", 0, 0, 18, 0, 0, 0, 0, 0, 0, 8, 26
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Domain\Entities\Ads\Vehicles\Enums\MotorcycleDriveType.cs", "C#", 0, 0, 14, 0, 0, 0, 0, 0, 0, 6, 20
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Domain\Entities\Ads\Vehicles\Enums\Transmission.cs", "C#", 0, 0, 12, 0, 0, 0, 0, 0, 0, 5, 17
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Domain\Entities\Ads\Vehicles\HeavyEquipment\Bulldozer.cs", "C#", 0, 0, 9, 0, 0, 0, 0, 0, 0, 3, 12
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Domain\Entities\Ads\Vehicles\HeavyEquipment\Bus.cs", "C#", 0, 0, 7, 0, 0, 0, 0, 0, 0, 3, 10
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Domain\Entities\Ads\Vehicles\HeavyEquipment\Crane.cs", "C#", 0, 0, 10, 0, 0, 0, 0, 0, 0, 3, 13
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Domain\Entities\Ads\Vehicles\HeavyEquipment\Excavator.cs", "C#", 0, 0, 8, 0, 0, 0, 0, 0, 0, 3, 11
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Domain\Entities\Ads\Vehicles\HeavyEquipment\HeavyEquipment.cs", "C#", 0, 0, 8, 0, 0, 0, 0, 0, 0, 3, 11
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Domain\Entities\Ads\Vehicles\Motorcycle.cs", "C#", 0, 0, 10, 0, 0, 0, 0, 0, 0, 3, 13
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Domain\Entities\Ads\Vehicles\Transport.cs", "C#", 0, 0, 10, 0, 0, 0, 0, 0, 0, 3, 13
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Domain\Entities\Ads\Vehicles\Truck.cs", "C#", 0, 0, 10, 0, 0, 0, 0, 0, 0, 3, 13
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Domain\Entities\Chat\Conversation.cs", "C#", 0, 0, 18, 0, 0, 0, 0, 0, 0, 3, 21
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Domain\Entities\Chat\Enums\ContentType.cs", "C#", 0, 0, 7, 0, 0, 0, 0, 0, 0, 2, 9
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Domain\Entities\Chat\Enums\ConversationStatus.cs", "C#", 0, 0, 7, 0, 0, 0, 0, 0, 0, 2, 9
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Domain\Entities\Chat\Message.cs", "C#", 0, 0, 14, 0, 0, 0, 0, 0, 0, 3, 17
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Domain\Entities\Chat\ValueObjects\LastMessage.cs", "C#", 0, 0, 7, 0, 0, 0, 0, 0, 0, 2, 9
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Domain\Entities\Chat\ValueObjects\ParticipantInfo.cs", "C#", 0, 0, 7, 0, 0, 0, 0, 0, 0, 2, 9
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Domain\Entities\Chat\ValueObjects\RelatedAd.cs", "C#", 0, 0, 9, 0, 0, 0, 0, 0, 0, 3, 12
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Domain\Entities\PostgreSQL\BrandModel.cs", "C#", 0, 0, 21, 0, 0, 0, 0, 0, 0, 3, 24
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Domain\Entities\PostgreSQL\BugReport.cs", "C#", 0, 0, 12, 0, 0, 0, 0, 0, 0, 4, 16
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Domain\Entities\PostgreSQL\Category.cs", "C#", 0, 0, 17, 0, 0, 0, 0, 0, 0, 3, 20
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Domain\Entities\PostgreSQL\Enums\BugReportStatus.cs", "C#", 0, 0, 8, 0, 0, 0, 0, 0, 0, 2, 10
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Domain\Entities\PostgreSQL\Enums\LocationSource.cs", "C#", 0, 0, 7, 0, 0, 0, 0, 0, 0, 2, 9
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Domain\Entities\PostgreSQL\Enums\UserReportReasonType.cs", "C#", 0, 0, 10, 0, 0, 0, 0, 0, 0, 2, 12
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Domain\Entities\PostgreSQL\Enums\UserReportStatus.cs", "C#", 0, 0, 7, 0, 0, 0, 0, 0, 0, 2, 9
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Domain\Entities\PostgreSQL\Location.cs", "C#", 0, 0, 13, 0, 0, 0, 0, 0, 0, 3, 16
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Domain\Entities\PostgreSQL\ModelRelease.cs", "C#", 0, 0, 10, 0, 0, 0, 0, 0, 0, 3, 13
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Domain\Entities\PostgreSQL\User.cs", "C#", 0, 0, 28, 0, 0, 0, 0, 0, 0, 4, 32
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Domain\Entities\PostgreSQL\UserReport.cs", "C#", 0, 0, 14, 0, 0, 0, 0, 0, 0, 4, 18
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Domain\Entities\PostgreSQL\UserReview.cs", "C#", 0, 0, 12, 0, 0, 0, 0, 0, 0, 3, 15
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Domain\bin\Debug\net9.0\ClassifiedAds.Domain.deps.json", "JSON", 0, 0, 0, 251, 0, 0, 0, 0, 0, 0, 251
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Domain\obj\ClassifiedAds.Domain.csproj.nuget.dgspec.json", "JSON", 0, 0, 0, 84, 0, 0, 0, 0, 0, 0, 84
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Domain\obj\ClassifiedAds.Domain.csproj.nuget.g.props", "XML", 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 19
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Domain\obj\ClassifiedAds.Domain.csproj.nuget.g.targets", "XML", 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 7
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Domain\obj\Debug\net9.0\.NETCoreApp,Version=v9.0.AssemblyAttributes.cs", "C#", 0, 0, 3, 0, 0, 0, 0, 0, 1, 1, 5
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Domain\obj\Debug\net9.0\ClassifiedAds.Domain.AssemblyInfo.cs", "C#", 0, 0, 9, 0, 0, 0, 0, 0, 9, 5, 23
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Domain\obj\Debug\net9.0\ClassifiedAds.Domain.GeneratedMSBuildEditorConfig.editorconfig", "Properties", 0, 0, 0, 0, 0, 0, 0, 15, 0, 1, 16
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Domain\obj\Debug\net9.0\ClassifiedAds.Domain.GlobalUsings.g.cs", "C#", 0, 0, 7, 0, 0, 0, 0, 0, 1, 1, 9
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Domain\obj\Debug\net9.0\ClassifiedAds.Domain.sourcelink.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Domain\obj\Release\net9.0\.NETCoreApp,Version=v9.0.AssemblyAttributes.cs", "C#", 0, 0, 3, 0, 0, 0, 0, 0, 1, 1, 5
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Domain\obj\Release\net9.0\ClassifiedAds.Domain.AssemblyInfo.cs", "C#", 0, 0, 9, 0, 0, 0, 0, 0, 10, 5, 24
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Domain\obj\Release\net9.0\ClassifiedAds.Domain.GeneratedMSBuildEditorConfig.editorconfig", "Properties", 0, 0, 0, 0, 0, 0, 0, 15, 0, 1, 16
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Domain\obj\Release\net9.0\ClassifiedAds.Domain.GlobalUsings.g.cs", "C#", 0, 0, 7, 0, 0, 0, 0, 0, 1, 1, 9
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Domain\obj\project.assets.json", "JSON", 0, 0, 0, 734, 0, 0, 0, 0, 0, 0, 734
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Infrastructure\ClassifiedAds.Infrastructure.csproj", "XML", 0, 0, 0, 0, 0, 0, 16, 0, 0, 5, 21
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Infrastructure\Data\MongoDB\MongoDbConfiguration.cs", "C#", 0, 0, 45, 0, 0, 0, 0, 0, 2, 11, 58
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Infrastructure\Data\MongoDB\MongoDbContext.cs", "C#", 0, 0, 16, 0, 0, 0, 0, 0, 2, 6, 24
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Infrastructure\Data\MongoDB\README.md", "Markdown", 198, 0, 0, 0, 0, 0, 0, 0, 0, 55, 253
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Infrastructure\Data\PostgreSQL\PostgresDbContext.cs", "C#", 0, 0, 198, 0, 0, 0, 0, 0, 16, 33, 247
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Infrastructure\Data\PostgreSQL\README.md", "Markdown", 242, 0, 0, 0, 0, 0, 0, 0, 0, 72, 314
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Infrastructure\DependencyInjection.cs", "C#", 0, 0, 45, 0, 0, 0, 0, 0, 4, 9, 58
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Infrastructure\Services\CategoryService.cs", "C#", 0, 0, 54, 0, 0, 0, 0, 0, 15, 19, 88
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Infrastructure\Services\ImageService.cs", "C#", 0, 0, 99, 0, 0, 0, 0, 0, 9, 20, 128
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Infrastructure\Services\LocationService.cs", "C#", 0, 0, 64, 0, 0, 0, 0, 0, 13, 20, 97
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Infrastructure\bin\Debug\net9.0\ClassifiedAds.Infrastructure.deps.json", "JSON", 0, 0, 0, 546, 0, 0, 0, 0, 0, 0, 546
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Infrastructure\obj\ClassifiedAds.Infrastructure.csproj.nuget.dgspec.json", "JSON", 0, 0, 0, 258, 0, 0, 0, 0, 0, 0, 258
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Infrastructure\obj\ClassifiedAds.Infrastructure.csproj.nuget.g.props", "XML", 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 20
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Infrastructure\obj\ClassifiedAds.Infrastructure.csproj.nuget.g.targets", "XML", 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 7
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Infrastructure\obj\Debug\net9.0\.NETCoreApp,Version=v9.0.AssemblyAttributes.cs", "C#", 0, 0, 3, 0, 0, 0, 0, 0, 1, 1, 5
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Infrastructure\obj\Debug\net9.0\ClassifiedAds.Infrastructure.AssemblyInfo.cs", "C#", 0, 0, 9, 0, 0, 0, 0, 0, 9, 5, 23
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Infrastructure\obj\Debug\net9.0\ClassifiedAds.Infrastructure.GeneratedMSBuildEditorConfig.editorconfig", "Properties", 0, 0, 0, 0, 0, 0, 0, 15, 0, 1, 16
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Infrastructure\obj\Debug\net9.0\ClassifiedAds.Infrastructure.GlobalUsings.g.cs", "C#", 0, 0, 7, 0, 0, 0, 0, 0, 1, 1, 9
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Infrastructure\obj\Debug\net9.0\ClassifiedAds.Infrastructure.sourcelink.json", "JSON", 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Infrastructure\obj\Release\net9.0\.NETCoreApp,Version=v9.0.AssemblyAttributes.cs", "C#", 0, 0, 3, 0, 0, 0, 0, 0, 1, 1, 5
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Infrastructure\obj\Release\net9.0\ClassifiedAds.Infrastructure.AssemblyInfo.cs", "C#", 0, 0, 9, 0, 0, 0, 0, 0, 10, 5, 24
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Infrastructure\obj\Release\net9.0\ClassifiedAds.Infrastructure.GeneratedMSBuildEditorConfig.editorconfig", "Properties", 0, 0, 0, 0, 0, 0, 0, 15, 0, 1, 16
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Infrastructure\obj\Release\net9.0\ClassifiedAds.Infrastructure.GlobalUsings.g.cs", "C#", 0, 0, 7, 0, 0, 0, 0, 0, 1, 1, 9
"c:\Users\Humam\OneDrive\Documents\Classified-db-v2\backend\src\ClassifiedAds.Infrastructure\obj\project.assets.json", "JSON", 0, 0, 0, 1507, 0, 0, 0, 0, 0, 0, 1507
"Total", "-", 2132, 2229, 9891, 10572, 363, 200, 257, 132, 2091, 2969, 30836
